,Unnamed: 0,album,track_number,id,name,uri,preview_url,artists,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,mood_vectors
10,14,Katha: Episode VI - Aaundai Jaandai,1,10GfcvUgsZlpTtJiDXd3jZ,Katha: Episode VI - Aaundai Jaandai,spotify:track:10GfcvUgsZlpTtJiDXd3jZ,https://p.scdn.co/mp3-preview/897b56e493b308af80ce2b67b7e32eec7275f2c7?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3HCXwGbcij73gYMdmHjFQf'}, 'href': 'https://api.spotify.com/v1/artists/3HCXwGbcij73gYMdmHjFQf', 'id': '3HCXwGbcij73gYMdmHjFQf', 'name': 'Manish Gandharva', 'type': 'artist', 'uri': 'spotify:artist:3HCXwGbcij73gYMdmHjFQf'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4QNSrG0YTLP5u1KFnVvMQo'}, 'href': 'https://api.spotify.com/v1/artists/4QNSrG0YTLP5u1KFnVvMQo', 'id': '4QNSrG0YTLP5u1KFnVvMQo', 'name': 'Sarun Tamrakar', 'type': 'artist', 'uri': 'spotify:artist:4QNSrG0YTLP5u1KFnVvMQo'}]",0.841,0.373,0.258,0.0,0.107,-9.716,0.0302,133.869,0.364,36,"[0.364, 0.258]"
11,15,Hyatteri,1,0kMqT2uW2NijYJTcot7IWE,Hyatteri,spotify:track:0kMqT2uW2NijYJTcot7IWE,https://p.scdn.co/mp3-preview/8aaa96771276049af93c145efda30b482b721a78?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}]",0.204,0.655,0.549,0.0,0.658,-10.821,0.0439,75.048,0.856,53,"[0.856, 0.549]"
12,16,Dhairya,1,1pKprNwMXs64PhxFcFMWCA,Dhairya,spotify:track:1pKprNwMXs64PhxFcFMWCA,https://p.scdn.co/mp3-preview/718ebb91b1b6fdac3f8c419d3f2782e54bfe7cac?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}]",0.786,0.199,0.322,1.98e-05,0.0879,-13.338,0.0297,186.079,0.304,55,"[0.304, 0.322]"
13,17,Katha: Episode V - Alapatra,1,3Q5JcxqKmSE9hKGk3WmspW,Katha: Episode V - Alapatra,spotify:track:3Q5JcxqKmSE9hKGk3WmspW,https://p.scdn.co/mp3-preview/bae94c73b90c10b7513e9db501de5db22a5953e9?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1D0B4qrMRfjzDfBlijs3YH'}, 'href': 'https://api.spotify.com/v1/artists/1D0B4qrMRfjzDfBlijs3YH', 'id': '1D0B4qrMRfjzDfBlijs3YH', 'name': 'Yabesh Thapa', 'type': 'artist', 'uri': 'spotify:artist:1D0B4qrMRfjzDfBlijs3YH'}]",0.784,0.47,0.2,2.07e-05,0.104,-11.224,0.0387,132.365,0.308,43,"[0.308, 0.2]"
14,18,Ek Sarvanaam,1,25jpyDVM8HFfNuos94WiE0,Ek Sarvanaam,spotify:track:25jpyDVM8HFfNuos94WiE0,https://p.scdn.co/mp3-preview/befce3c8b71031d4697774ff26233cd5ea758971?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}]",0.591,0.624,0.348,0.000704,0.124,-13.64,0.0291,116.04,0.637,45,"[0.637, 0.348]"
15,19,Sasto Mutu,1,4iHcmWi4kGGNCEk44ZIXIc,Sasto Mutu,spotify:track:4iHcmWi4kGGNCEk44ZIXIc,https://p.scdn.co/mp3-preview/894682c19eb938e46513e44fbb590f3a85530bb8?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}]",0.705,0.522,0.538,6.52e-06,0.338,-9.408,0.0275,156.006,0.369,58,"[0.369, 0.538]"
16,20,Naganya Maya,1,4sakBPqSpuj6FJti1rPme7,Naganya Maya,spotify:track:4sakBPqSpuj6FJti1rPme7,https://p.scdn.co/mp3-preview/76674fe39845a0b1d1755150de43b9da74c49ad5?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}]",0.865,0.282,0.26,0.000743,0.122,-12.348,0.0295,171.152,0.205,55,"[0.205, 0.26]"
17,21,Parkhaai,1,2ek8eVDHsdmzPHIhyVNJJe,Parkhaai,spotify:track:2ek8eVDHsdmzPHIhyVNJJe,https://p.scdn.co/mp3-preview/bad2843c91f0ec2417d73db9ca92229271fe944a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}]",0.815,0.658,0.28,0.000794,0.28,-10.421,0.0325,119.979,0.337,51,"[0.337, 0.28]"
18,22,Parkhaai,2,01DNXEEngoTrrI0DMLRJoI,Sukumbaasi,spotify:track:01DNXEEngoTrrI0DMLRJoI,https://p.scdn.co/mp3-preview/f7ecd69db93dc000f4932604ded82464b3645720?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}]",0.75,0.701,0.215,0.0443,0.0613,-14.931,0.0492,119.95,0.209,34,"[0.209, 0.215]"
19,23,Parkhaai,3,30JIX9O5XPxZtOox3U9W6F,Ultaa Paailaa,spotify:track:30JIX9O5XPxZtOox3U9W6F,https://p.scdn.co/mp3-preview/36f90bd4b9b970e39b0a13c787b5e059880d8d72?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}]",0.782,0.479,0.22,3.95e-05,0.123,-14.248,0.0306,74.282,0.279,36,"[0.279, 0.22]"
20,25,Lukaamaari,1,6PgAZFD8x5KwV0tKLkm4gf,Lukaamaari,spotify:track:6PgAZFD8x5KwV0tKLkm4gf,https://p.scdn.co/mp3-preview/8c1721256613376665f7825123c45491daa01a0c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}]",0.559,0.341,0.242,7.21e-05,0.192,-13.425,0.0327,89.204,0.311,46,"[0.311, 0.242]"
21,26,Purva Jaaney Panchi,1,0x7IaHEklh7XfRj3PNVDef,Purva Jaaney Panchi,spotify:track:0x7IaHEklh7XfRj3PNVDef,https://p.scdn.co/mp3-preview/f92f0432d6c112f286c69038345f00b629d552ed?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1deQzOQwArAsUgm2WdjtyI'}, 'href': 'https://api.spotify.com/v1/artists/1deQzOQwArAsUgm2WdjtyI', 'id': '1deQzOQwArAsUgm2WdjtyI', 'name': 'Sajjan Raj Vaidya', 'type': 'artist', 'uri': 'spotify:artist:1deQzOQwArAsUgm2WdjtyI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5cMU6M0MAZQh7SHWtYj71P'}, 'href': 'https://api.spotify.com/v1/artists/5cMU6M0MAZQh7SHWtYj71P', 'id': '5cMU6M0MAZQh7SHWtYj71P', 'name': 'Joyous Gurung', 'type': 'artist', 'uri': 'spotify:artist:5cMU6M0MAZQh7SHWtYj71P'}]",0.736,0.435,0.22,0.0,0.113,-14.124,0.0317,137.092,0.352,31,"[0.352, 0.22]"
22,27,Parkha Na,1,4zdOY2zRsFjG2B8OMH17sJ,Parkha Na,spotify:track:4zdOY2zRsFjG2B8OMH17sJ,https://p.scdn.co/mp3-preview/3f19a36b43a6665deb63fb0161b2666639952c38?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.553,0.691,0.374,1.07e-05,0.113,-11.623,0.0789,151.954,0.381,44,"[0.381, 0.374]"
23,28,Jhyal Bata,1,3xy94W4sjVZv1BhsdmgwAS,Jhyal Bata,spotify:track:3xy94W4sjVZv1BhsdmgwAS,https://p.scdn.co/mp3-preview/4ae39c80e075ea388ed0b9382a1bca9bf99d7c0a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.814,0.371,0.354,0.0,0.147,-8.727,0.038,80.714,0.229,49,"[0.229, 0.354]"
24,29,Atteri,1,78W8nJUvPkhFMXZlyISbvf,Atteri,spotify:track:78W8nJUvPkhFMXZlyISbvf,https://p.scdn.co/mp3-preview/2a236283aac4868259cdbf3be9ae8ab0f097105a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.566,0.392,0.644,1.31e-06,0.102,-6.121,0.0325,150.107,0.292,43,"[0.292, 0.644]"
25,30,Behos,1,3Rqzc6Jiexj1KJrXBKehEq,Behos,spotify:track:3Rqzc6Jiexj1KJrXBKehEq,https://p.scdn.co/mp3-preview/ce1a193a75f4f3c08e297c13b8df096be56fe038?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4zpcRnIPiVnSgahFpQRiMN'}, 'href': 'https://api.spotify.com/v1/artists/4zpcRnIPiVnSgahFpQRiMN', 'id': '4zpcRnIPiVnSgahFpQRiMN', 'name': 'Ruslan Studio', 'type': 'artist', 'uri': 'spotify:artist:4zpcRnIPiVnSgahFpQRiMN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5HfnXv8QG6AKoIJNI7NDWW'}, 'href': 'https://api.spotify.com/v1/artists/5HfnXv8QG6AKoIJNI7NDWW', 'id': '5HfnXv8QG6AKoIJNI7NDWW', 'name': 'The Bangers', 'type': 'artist', 'uri': 'spotify:artist:5HfnXv8QG6AKoIJNI7NDWW'}]",0.687,0.494,0.497,0.0,0.0774,-8.257,0.0315,146.059,0.251,33,"[0.251, 0.497]"
26,31,Sarangi,1,0pYMa1j9R24qW50J4yc0X3,Sarangi,spotify:track:0pYMa1j9R24qW50J4yc0X3,https://p.scdn.co/mp3-preview/1974097e1c0eba863d5b81450c87593f575d883f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.517,0.551,0.496,4.78e-06,0.122,-7.64,0.0291,80.01,0.293,59,"[0.293, 0.496]"
27,32,Gajalu,1,1rdEAQXWUTLSK2uiFrwyW3,Gajalu,spotify:track:1rdEAQXWUTLSK2uiFrwyW3,https://p.scdn.co/mp3-preview/8fc0030d2076a7577df90ad1fe4785c23374f349?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.884,0.408,0.195,0.00175,0.111,-15.435,0.0329,154.484,0.216,49,"[0.216, 0.195]"
28,33,Hawa Le,1,6zuE4QWlxf5WMK6dQPvFHj,Hawa Le,spotify:track:6zuE4QWlxf5WMK6dQPvFHj,https://p.scdn.co/mp3-preview/0a90f5c2348789b948c33d2ad6425d3fefa39336?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.174,0.677,0.333,8.2e-05,0.145,-17.191,0.0419,95.036,0.345,47,"[0.345, 0.333]"
29,34,Baimani,1,22iBmoVrgIxGpiaIPHToBJ,Baimani,spotify:track:22iBmoVrgIxGpiaIPHToBJ,https://p.scdn.co/mp3-preview/47bcf5938ddc0c54a89af8de4f54ae60fb468423?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.611,0.466,0.347,0.000391,0.0931,-11.755,0.0273,142.994,0.154,44,"[0.154, 0.347]"
