,album,track_number,id,name,uri,preview_url,artists,energy,valence,popularity,mood_vectors
268,Thamel Bazar (Loot 2),1,7pBq6VwhczIcZ4KuizuDQI,Thamel Bazar (Loot 2),spotify:track:7pBq6VwhczIcZ4KuizuDQI,https://p.scdn.co/mp3-preview/5a8d1e81d866e095c2eecd5fdf27a61d973a638f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5UecTdt49SjUYttaBmSq1n'}, 'href': 'https://api.spotify.com/v1/artists/5UecTdt49SjUYttaBmSq1n', 'id': '5UecTdt49SjUYttaBmSq1n', 'name': 'Meena Niraula', 'type': 'artist', 'uri': 'spotify:artist:5UecTdt49SjUYttaBmSq1n'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/55Cef6dLuZ7OQFhu11vzsp'}, 'href': 'https://api.spotify.com/v1/artists/55Cef6dLuZ7OQFhu11vzsp', 'id': '55Cef6dLuZ7OQFhu11vzsp', 'name': 'Bhanubhakta Dhakal', 'type': 'artist', 'uri': 'spotify:artist:55Cef6dLuZ7OQFhu11vzsp'}]",0.826,0.669,33,"[0.669, 0.826]"
269,Nira Jaile Risaune (Purano Dunga),1,3k4dTvODNqLndHqkiQQID1,Nira Jaile Risaune (Purano Dunga),spotify:track:3k4dTvODNqLndHqkiQQID1,https://p.scdn.co/mp3-preview/9d85b6b1390172edce9502647958593ee8b56cfa?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.688,0.747,40,"[0.747, 0.688]"
270,Majhi,1,1U0A3kj0qSQEC1q2ZHGxEk,Majhi,spotify:track:1U0A3kj0qSQEC1q2ZHGxEk,https://p.scdn.co/mp3-preview/35a220adb84b254e7b27deafeddbe29d79cff49f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.441,0.146,11,"[0.146, 0.441]"
271,Soltini K Chha Khabar,1,4z2oOHJhtFuAraDKzsiEjq,Soltini K Chha Khabar,spotify:track:4z2oOHJhtFuAraDKzsiEjq,https://p.scdn.co/mp3-preview/7fc37340f7407d8082cd20e9f39031af206d2843?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5Zv1umBIZrooKuafT2ptB7'}, 'href': 'https://api.spotify.com/v1/artists/5Zv1umBIZrooKuafT2ptB7', 'id': '5Zv1umBIZrooKuafT2ptB7', 'name': 'Asmita Adhikari', 'type': 'artist', 'uri': 'spotify:artist:5Zv1umBIZrooKuafT2ptB7'}]",0.585,0.869,16,"[0.869, 0.585]"
272,Lappan Chhappan (Original Motion Picture Soundtrack),1,5S4vqhqjETeIDJ6yKybIc6,Lappan Chhappan (Original Motion Picture Soundtrack),spotify:track:5S4vqhqjETeIDJ6yKybIc6,https://p.scdn.co/mp3-preview/ca74cf538cfebe3dbf6c0dfb59b64a10c45c4741?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.865,0.972,27,"[0.972, 0.865]"
273,Malai Aljhauna,1,3jDwi5XiYJEJTaKAfXVAxN,Malai Aljhauna,spotify:track:3jDwi5XiYJEJTaKAfXVAxN,https://p.scdn.co/mp3-preview/e4909634c3c667adc2062e6a46157f75122d3e4b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.363,0.301,20,"[0.301, 0.363]"
274,Suna Baatuli,1,74kQcKkKuuI38DmSAv9OC4,Suna Baatuli,spotify:track:74kQcKkKuuI38DmSAv9OC4,https://p.scdn.co/mp3-preview/ec10095688c938588d4ca0e6265b69b004a996c6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.732,0.984,26,"[0.984, 0.732]"
275,Pardeshi Nabhana,1,1AkWNnj6Cx1za0oH84ZYOK,Pardeshi Nabhana,spotify:track:1AkWNnj6Cx1za0oH84ZYOK,https://p.scdn.co/mp3-preview/afb2a0ac5fa43a0daa58796c607687bad5cbc6f6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Lz1SRZlMoOIKUJsHMGUHH'}, 'href': 'https://api.spotify.com/v1/artists/3Lz1SRZlMoOIKUJsHMGUHH', 'id': '3Lz1SRZlMoOIKUJsHMGUHH', 'name': 'Manish Dhakal', 'type': 'artist', 'uri': 'spotify:artist:3Lz1SRZlMoOIKUJsHMGUHH'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5J7q87VkUQV9l2lRQnBdCz'}, 'href': 'https://api.spotify.com/v1/artists/5J7q87VkUQV9l2lRQnBdCz', 'id': '5J7q87VkUQV9l2lRQnBdCz', 'name': 'Almoda Rana Uprety', 'type': 'artist', 'uri': 'spotify:artist:5J7q87VkUQV9l2lRQnBdCz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6sXAW4RS2SYyqsxpb5SFwl'}, 'href': 'https://api.spotify.com/v1/artists/6sXAW4RS2SYyqsxpb5SFwl', 'id': '6sXAW4RS2SYyqsxpb5SFwl', 'name': 'Nischal Basnet', 'type': 'artist', 'uri': 'spotify:artist:6sXAW4RS2SYyqsxpb5SFwl'}]",0.58,0.384,13,"[0.384, 0.58]"
276,"Fun Funy (From ""Senti Virus"")",1,2009dAqE0IYPA2xBtMxE4N,"Fun Funy (From ""Senti Virus"")",spotify:track:2009dAqE0IYPA2xBtMxE4N,https://p.scdn.co/mp3-preview/3e63d56796a5de2dadc1a608c89e26df13aa624e?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7GbWIycyNLXTGQDvehjunM'}, 'href': 'https://api.spotify.com/v1/artists/7GbWIycyNLXTGQDvehjunM', 'id': '7GbWIycyNLXTGQDvehjunM', 'name': 'Melina Rai', 'type': 'artist', 'uri': 'spotify:artist:7GbWIycyNLXTGQDvehjunM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/238A5je7V2lirE4dq6k9ua'}, 'href': 'https://api.spotify.com/v1/artists/238A5je7V2lirE4dq6k9ua', 'id': '238A5je7V2lirE4dq6k9ua', 'name': 'Shankar Thapa', 'type': 'artist', 'uri': 'spotify:artist:238A5je7V2lirE4dq6k9ua'}]",0.902,0.941,34,"[0.941, 0.902]"
277,"Saada Saada (From ""Ghamad Shere"")",1,6X7shx8AJxpSGnbrEhJpZX,"Saada Saada (From ""Ghamad Shere"")",spotify:track:6X7shx8AJxpSGnbrEhJpZX,https://p.scdn.co/mp3-preview/70a8d24c22a7fc5f35de37f28171c4edbbc5c888?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2Yhe2lJa7CiKSUzPwMGJmU'}, 'href': 'https://api.spotify.com/v1/artists/2Yhe2lJa7CiKSUzPwMGJmU', 'id': '2Yhe2lJa7CiKSUzPwMGJmU', 'name': 'Prashant Subedi', 'type': 'artist', 'uri': 'spotify:artist:2Yhe2lJa7CiKSUzPwMGJmU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.514,0.643,14,"[0.643, 0.514]"
278,"Sali Mann Paryo (From ""Ghamad Shere"")",1,2UAwWpMFgp73rnvP1zYNQI,"Sali Mann Paryo (From ""Ghamad Shere"")",spotify:track:2UAwWpMFgp73rnvP1zYNQI,https://p.scdn.co/mp3-preview/09d7890e3b6c29c19ce00d91b2c9052345079fb7?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5Zv1umBIZrooKuafT2ptB7'}, 'href': 'https://api.spotify.com/v1/artists/5Zv1umBIZrooKuafT2ptB7', 'id': '5Zv1umBIZrooKuafT2ptB7', 'name': 'Asmita Adhikari', 'type': 'artist', 'uri': 'spotify:artist:5Zv1umBIZrooKuafT2ptB7'}]",0.86,0.961,47,"[0.961, 0.86]"
279,"Maya Pirati (From""Kabaddi Kabaddi Kabaddi"")",1,0FIVVv9bVdKQhs0rdy3ZDI,"Maya Pirati (From""Kabaddi Kabaddi Kabaddi"")",spotify:track:0FIVVv9bVdKQhs0rdy3ZDI,https://p.scdn.co/mp3-preview/33e9c899559db758c8f01cd6a297a4852303bd3c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.626,0.581,50,"[0.581, 0.626]"
280,"Jiban Jatra Ho (From ""Jatrai Jatra"")",1,3aq0LbOuvNVvmMff097trM,"Jiban Jatra Ho (From ""Jatrai Jatra"")",spotify:track:3aq0LbOuvNVvmMff097trM,https://p.scdn.co/mp3-preview/2b2f3777a642b966423c521ede2d5e942edbe437?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.791,0.693,34,"[0.693, 0.791]"
281,Insta Ko Photo,1,3J9EadiN7Hf08ZDYnJ8v20,Insta Ko Photo,spotify:track:3J9EadiN7Hf08ZDYnJ8v20,https://p.scdn.co/mp3-preview/a40e4aa486cdcb4786cae926ed4bf17e3faa710c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.504,0.319,33,"[0.319, 0.504]"
282,CHITRA,1,7komhQaZ4HfCmAhiWw9LyX,CHITRA,spotify:track:7komhQaZ4HfCmAhiWw9LyX,https://p.scdn.co/mp3-preview/d7b1444f23a5884d67c6c7d8d119d47b5fa50691?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.53,0.592,0,"[0.592, 0.53]"
283,Kura Kani,1,7e6msahoAVgYf0PybZ8BFk,Kura Kani,spotify:track:7e6msahoAVgYf0PybZ8BFk,https://p.scdn.co/mp3-preview/5b9dd4f4b894cf9b1d664d8df57a2bcf53c9aa03?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.746,0.916,37,"[0.916, 0.746]"
284,Parkhana Maya,1,38eh2jK1tpAv0EtSffBd7d,Parkhana Maya,spotify:track:38eh2jK1tpAv0EtSffBd7d,https://p.scdn.co/mp3-preview/187898ae0e5503956eb6a14845296aef76bd77ed?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4xSAyJbVgRCtF9gwOV3pMH'}, 'href': 'https://api.spotify.com/v1/artists/4xSAyJbVgRCtF9gwOV3pMH', 'id': '4xSAyJbVgRCtF9gwOV3pMH', 'name': 'Ujan Shakya', 'type': 'artist', 'uri': 'spotify:artist:4xSAyJbVgRCtF9gwOV3pMH'}]",0.584,0.238,27,"[0.238, 0.584]"
285,Nasha,1,6G5FDcjJR41pYaJi9f7oAN,Nasha,spotify:track:6G5FDcjJR41pYaJi9f7oAN,https://p.scdn.co/mp3-preview/5c9a91b01b59b78272b2c43d8ac6f7556f938692?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4K9UjoGtSfSEfXIP1Reim1'}, 'href': 'https://api.spotify.com/v1/artists/4K9UjoGtSfSEfXIP1Reim1', 'id': '4K9UjoGtSfSEfXIP1Reim1', 'name': 'Ojash Giri', 'type': 'artist', 'uri': 'spotify:artist:4K9UjoGtSfSEfXIP1Reim1'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.591,0.518,15,"[0.518, 0.591]"
286,Jhyale Chwona,1,456ZcSkpJx36c21V4SlJr4,Jhyale Chwona,spotify:track:456ZcSkpJx36c21V4SlJr4,https://p.scdn.co/mp3-preview/1a825b3e75722e8bd576609c10d6dcb29559d120?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4xSAyJbVgRCtF9gwOV3pMH'}, 'href': 'https://api.spotify.com/v1/artists/4xSAyJbVgRCtF9gwOV3pMH', 'id': '4xSAyJbVgRCtF9gwOV3pMH', 'name': 'Ujan Shakya', 'type': 'artist', 'uri': 'spotify:artist:4xSAyJbVgRCtF9gwOV3pMH'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.494,0.865,21,"[0.865, 0.494]"
287,Timro Mitho Boli,1,2QS2CeJeRs4TvdozOogdTO,Timro Mitho Boli,spotify:track:2QS2CeJeRs4TvdozOogdTO,https://p.scdn.co/mp3-preview/af24a83492b663bd2c80aade9723f61e68b98055?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.415,0.611,33,"[0.611, 0.415]"
288,Timi Nai,1,0FdcT5zm9OGv4pBMbSgCP9,Timi Nai,spotify:track:0FdcT5zm9OGv4pBMbSgCP9,https://p.scdn.co/mp3-preview/3fb4a8f8e1e72bb9ec20ee195cf45be78d333b3a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.443,0.507,18,"[0.507, 0.443]"
289,Sarara,1,7iHcsbmRUkyVm50DMMEcKr,Sarara,spotify:track:7iHcsbmRUkyVm50DMMEcKr,https://p.scdn.co/mp3-preview/4ed68abcded049864d56224cf7bf4e009093339f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1GsVMJEjWqCO7I5WU2BGXi'}, 'href': 'https://api.spotify.com/v1/artists/1GsVMJEjWqCO7I5WU2BGXi', 'id': '1GsVMJEjWqCO7I5WU2BGXi', 'name': 'Barsha Karmacharya', 'type': 'artist', 'uri': 'spotify:artist:1GsVMJEjWqCO7I5WU2BGXi'}]",0.471,0.66,47,"[0.66, 0.471]"
290,Kori Hera,1,2WEkFrmXuhiaDbkZlsdXW8,Kori Hera,spotify:track:2WEkFrmXuhiaDbkZlsdXW8,https://p.scdn.co/mp3-preview/273cc83975802a5365d212dc74a44c03175e6a42?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1GsVMJEjWqCO7I5WU2BGXi'}, 'href': 'https://api.spotify.com/v1/artists/1GsVMJEjWqCO7I5WU2BGXi', 'id': '1GsVMJEjWqCO7I5WU2BGXi', 'name': 'Barsha Karmacharya', 'type': 'artist', 'uri': 'spotify:artist:1GsVMJEjWqCO7I5WU2BGXi'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2bxABvpp6jwhZEd8PaZJiY'}, 'href': 'https://api.spotify.com/v1/artists/2bxABvpp6jwhZEd8PaZJiY', 'id': '2bxABvpp6jwhZEd8PaZJiY', 'name': 'Beyond', 'type': 'artist', 'uri': 'spotify:artist:2bxABvpp6jwhZEd8PaZJiY'}]",0.783,0.249,24,"[0.249, 0.783]"
291,Din Ra Hapta,1,6tA19UhYX7ic2MA2Mm5rGY,Din Ra Hapta,spotify:track:6tA19UhYX7ic2MA2Mm5rGY,https://p.scdn.co/mp3-preview/842bfa30c32e217eb63d615f1d34d53efda16fe6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.416,0.349,33,"[0.349, 0.416]"
292,Rang,1,7HS3jD4NrWf6Y5I9IMphNI,Rang,spotify:track:7HS3jD4NrWf6Y5I9IMphNI,https://p.scdn.co/mp3-preview/3c4574db3f76eda8b67de53b062347c2b0109c59?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7qJMxVmzgjWaA1EW0T2Trf'}, 'href': 'https://api.spotify.com/v1/artists/7qJMxVmzgjWaA1EW0T2Trf', 'id': '7qJMxVmzgjWaA1EW0T2Trf', 'name': 'Nikhita Thapa', 'type': 'artist', 'uri': 'spotify:artist:7qJMxVmzgjWaA1EW0T2Trf'}]",0.324,0.577,50,"[0.577, 0.324]"
293,Oh Maicha,1,5HgekSniwFg9VS3ZSBEUjp,Oh Maicha,spotify:track:5HgekSniwFg9VS3ZSBEUjp,https://p.scdn.co/mp3-preview/113f32212aea137e97edd9003c88008cbad8aa9e?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1GsVMJEjWqCO7I5WU2BGXi'}, 'href': 'https://api.spotify.com/v1/artists/1GsVMJEjWqCO7I5WU2BGXi', 'id': '1GsVMJEjWqCO7I5WU2BGXi', 'name': 'Barsha Karmacharya', 'type': 'artist', 'uri': 'spotify:artist:1GsVMJEjWqCO7I5WU2BGXi'}]",0.497,0.943,39,"[0.943, 0.497]"
294,Dalli,1,1ICaLs8xTNzinrLF6zMycL,Dalli,spotify:track:1ICaLs8xTNzinrLF6zMycL,https://p.scdn.co/mp3-preview/2fe5842ebd946e8c607e6e1991bab4a246b59222?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2bxABvpp6jwhZEd8PaZJiY'}, 'href': 'https://api.spotify.com/v1/artists/2bxABvpp6jwhZEd8PaZJiY', 'id': '2bxABvpp6jwhZEd8PaZJiY', 'name': 'Beyond', 'type': 'artist', 'uri': 'spotify:artist:2bxABvpp6jwhZEd8PaZJiY'}]",0.442,0.768,45,"[0.768, 0.442]"
